start,end,sent,mention,labels,pos,ner,type,ner2
35,36,"A serious charge -- that star flanker Irving Fryar `` threw '' the 1984 Orange Bowl game by intentionally dropping a pass in the end zone -- is included , even though the Nebraska assistant coach quoted denied making it .",coach,/person/title /person,"DT JJ NN : IN NN NN NNP NNP `` VBD '' DT CD NNP NNP NN IN RB VBG DT NN IN DT NN NN : VBZ VBN , RB IN DT NNP NN NN VBN VBD VBG PRP .",O O O O O O O PERSON PERSON O O O O DATE O O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O,O O O O O O /contact/salutation /contact/name /contact/name O O O O /other/datetime/date /other /other O O O O O O O O O O O O O O O O O /location/province/us_province /contact/salutation /contact/salutation O O O O O,O O O O O O TITLE PERSON PERSON O O O O DATE MISC MISC O O O O O O O O O O O O O O O O O STATE_OR_PROVINCE TITLE TITLE O O O O O
0,1,"In short , throw away the passbook and go for the glory .",In,/other/internet,"IN JJ , VB RP DT NN CC VB IN DT NN .",O O O O O O O O O O O O O,O O O O O O O O O O O O O,O O O O O O O O O O O O O
41,43,"The shock did not come from the announcement on the 10th by Democratic Progressive Party candidate Chen Shui-bian that his running mate would be Annette Lu-LRB-this was expected-RRB - , but rather from revelations about mystery funds which embroiled independent candidate James Soong .",James Soong,/person/artist/author /person/artist /person,"DT NN VBD RB VB IN DT NN IN DT JJ IN JJ NNP NNP NN NNP NNP IN PRP$ VBG NN MD VB NNP NNP VBD NN : , CC RB IN NNS IN NN NNS WDT VBD JJ NN NNP NNP .",O O O O O O O O O O O O O O O O O O O O O O O O PERSON PERSON O O O O O O O O O O O O O O O PERSON PERSON O,O O O O O O O O O O /other/number O /other/organization /other/organization /other/organization /contact/salutation /contact/first_name /contact/first_name O /contact/first_name O O O O /contact/name /contact/name O O O O O O O O O O O O O /interest/religion /contact/salutation /contact/name /contact/name O,O O O O O O O O O O ORDINAL O ORGANIZATION ORGANIZATION ORGANIZATION TITLE PERSON PERSON O O O O O O PERSON PERSON O O O O O O O O O O O O O RELIGION TITLE PERSON PERSON O
12,13,"Assets of the 400 taxable funds tracked by IBC/Donoghue 's Money Fund Report jumped to $ 351.2 billion in the week ended Tuesday , the Holliston , Mass.-based newsletter said .",Report,/other/art /other/art/writing,"NNS IN DT CD JJ NNS VBN IN NNP POS NNP NNP NNP VBD TO $ CD CD IN DT NN VBD NNP , DT NNP , JJ NN VBD .",O O O O O O O O ORGANIZATION O O O O O O MONEY MONEY MONEY O O O O DATE O O LOCATION O O O O O,O O O /other/number O O O O /other/organization O O O O O O /finance/currency /finance/currency /finance/currency O /other/datetime/date /other/datetime/date O /other/datetime/date O O /location/city O /other /finance/currency /finance/currency /finance/currency,O O O NUMBER O O O O ORGANIZATION O O O O O O MONEY MONEY MONEY O DATE DATE O DATE O O CITY O MISC O O O
8,9,"And at the FCC , meanwhile , new Chairman Alfred C. Sikes has said he wants the two sides to hammer out their own plan .",Chairman,/person/title /person,"CC IN DT NNP , RB , JJ NNP NNP NNP NNP VBZ VBN PRP VBZ DT CD NNS TO VB RP PRP$ JJ NN .",O O O ORGANIZATION O O O O O PERSON PERSON PERSON O O O O O O O O O O O O O O,O O O /contact/salutation O O O O /contact/salutation /contact/name /contact/name /contact/name O O O O O /other/number O O O O O O O O,O O O ORGANIZATION O O O O TITLE PERSON PERSON PERSON O O O O O NUMBER O O O O O O O O
21,22,"Accurately , I think , and what more people seem to be saying to me is that they want an accurate recount .",recount,/other/event /other/event/election,"RB , PRP VBP , CC WP JJR NNS VBP TO VB VBG TO PRP VBZ IN PRP VBP DT JJ NN .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O
0,1,"The ultimate outcome depends on what he does , not on what we do .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT JJ NN VBZ IN WP PRP VBZ , RB IN WP PRP VBP .",O O O O O O O O O O O O O O O,O /contact/salutation O O O O O O O O O O O O O,O O O O O O O O O O O O O O O
0,1,"Soong 's candidacy has opened up new fault lines in Taiwan 's party politics , and has attracted the support of many NP legislators and other non-KMT and non-DPP forces .",Soong,/organization/government /organization,"NNP POS NN VBZ VBN RP JJ NN NNS IN NNP POS NN NNS , CC VBZ VBN DT NN IN JJ NN NNS CC JJ JJ CC JJ NNS .",O O O O O O O O O O LOCATION O O O O O O O O O O O ORGANIZATION O O O O O O O O,/contact/name O O O O O O O O O /location/province O O O O O O O O O O O /other/organization O O O /other/organization O /other/organization O O,PERSON O O O O O O O O O COUNTRY O O O O O O O O O O O ORGANIZATION O O O ORGANIZATION O ORGANIZATION O O
0,1,"To people who are pure , everything is pure .",To,/person/artist/director /person/artist /person,"TO NNS WP VBP JJ , NN VBZ JJ .",O O O O O O O O O O,O O O O O O O O O O,O O O O O O O O O O
8,10,"Greetings from Paul and Timothy , servants of Jesus Christ .",Jesus Christ,/person /other/supernatural,"NNS IN NNP CC NNP , NNS IN NNP NNP .",O O PERSON PERSON PERSON O O O O O O,O O /contact/name O /contact/first_name O O O /contact/name /contact/name O,O O PERSON O PERSON O O O PERSON PERSON O
0,1,"The picture shows the extent of our ability to stand in the face of America , and I hope the members would comment on the picture .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT NN VBZ DT NN IN PRP$ NN TO VB IN DT NN IN NNP , CC PRP VBP DT NNS MD VB IN DT NN .",O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O O,O O O O O O O O O O O O O O /location/country O O O O O O O O O O O O,O O O O O O O O O O O O O O COUNTRY O O O O O O O O O O O O
0,1,"Of course , there are many areas in which I am also dissatisfied naturally with the service of domestic banks .",Of,/location/city /location,"IN NN , EX VBP JJ NNS IN WDT PRP VBP RB JJ RB IN DT NN IN JJ NNS .",O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O
12,13,-LSB- Jerry0803 -RSB- The US government says they have sent troops to Iraq to free the Iraqi people .,Iraq,/location/country /location,-LRB- NN -RRB- DT NNP NN VBZ PRP VBP VBN NNS TO NNP TO VB DT JJ NNS .,O O O O O O O O O O O O LOCATION O O O O O O,O /other/organization O O /location/country O O O O O O O /location/country O O O /bio/nationality O O,O O O O COUNTRY O O O O O O O COUNTRY O O O NATIONALITY O O
12,13,"So the man of God prayed to the Lord , and the king 's arm was healed , as it was before .",king,/person/title /person,"IN DT NN IN NNP VBD TO DT NNP , CC DT NN POS NN VBD VBN , IN PRP VBD RB .",O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O /contact/salutation O O O O O O O O O O,O O O O O O O O O O O O TITLE O O O O O O O O O O
40,41,"But in testing to see whether the gene had been effectively silenced , they made a fortuitous discovery : A very small number of cats carry a mutant gene that produces a modified protein , far less likely to induce allergies .",allergies,/other/health/malady /other/health,"CC IN NN TO VB IN DT NN VBD VBN RB VBN , PRP VBD DT JJ NN : DT RB JJ NN IN NNS VBP DT JJ NN WDT VBZ DT VBN NN , RB RBR JJ TO VB NNS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O /contact/salutation O O O O O O O O O O O O O O O O O O O O /contact/salutation O O O O O O O O O O O O O,O O O O O O O TITLE O O O O O O O O O O O O O O O O O O O O TITLE O O O O O O O O O O O O O
0,1,"The `` Steel Eighth Company `` of a certain unit in the Beijing military region has actively organized new soldiers to implement colorful cultural and recreational activities , making the soldiers feel the warmth of the military camp .",The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,"DT `` NNP NNP NNP `` IN DT JJ NN IN DT NNP JJ NN VBZ RB VBN JJ NNS TO VB JJ JJ CC JJ NNS , VBG DT NNS VBP DT NN IN DT JJ NN .",O O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O,O O /other/organization /other/organization /other/organization O O O O O O O /location/city /location /location O O O O O O O O O O O O O O O O O O O O O O O O,O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O CITY LOCATION LOCATION O O O O O O O O O O O O O O O O O O O O O O O O
45,46,"Reportedly , it was Elton John who was going to play a song for Guy and the shop was inundated when this was leaked and people just wanting to touch the piano that was going to be in the same room as Madonna and Guy Ritchie .",Ritchie,/person/artist/author /person/artist/director /person/artist/actor /person/artist /person,"RB , PRP VBD NNP NNP WP VBD VBG TO VB DT NN IN NNP CC DT NN VBD VBN WRB DT VBD VBN CC NNS RB VBG TO VB DT NN WDT VBD VBG TO VB IN DT JJ NN IN NNP CC NNP NNP .",O O O O O PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O ORGANIZATION O O PERSON O,O O O O /contact/first_name /contact/first_name O O O O O O O O /contact/first_name O O O O O O O O O O O O O O O O O O O O O O O O O O O /contact/first_name O /contact/name /contact/name O,O O O O PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O PERSON O PERSON PERSON O
2,5,Big indexer Bankers Trust Co. also uses futures in a strategy that on average has added one percentage point to its enhanced fund 's returns .,Bankers Trust Co.,/organization /organization/company,JJ NN NNPS NNP NNP RB VBZ NNS IN DT NN WDT IN NN VBZ VBN CD NN NN TO PRP$ VBN NN POS NNS .,O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O O O O O O O O O O O,O O /other/organization /other/organization /other/organization O O O O O O O O O O O /other/number O O O O O O O O O,O O ORGANIZATION ORGANIZATION ORGANIZATION O O O O O O O O O O O NUMBER O O O O O O O O O
10,12,"This morning , Norodom Ranaridh , first Prime Minister and Hun Sen , second Prime Minister of the Kingdom of Cambodia , met in the Ministry Office with Beny Weidiaunuo , recently posted UN Secretary General representative to Cambodia .",Hun Sen,/person/military /person/political_figure /person,"DT NN , NNP NNP , JJ NNP NNP CC NNP NNP , JJ NNP NNP IN DT NNP IN NNP , VBD IN DT NNP NNP IN NNP NNP , RB VBD NNP NNP NNP NN TO NNP .",O O O PERSON PERSON O O O O O PERSON PERSON O O O O O O O O LOCATION O O O O ORGANIZATION ORGANIZATION O PERSON PERSON O O O ORGANIZATION ORGANIZATION ORGANIZATION O O LOCATION O,/other/datetime/date /other/datetime/date O /contact/name /contact/name O /other/number /contact/salutation /contact/salutation O /contact/name /contact/name O /other/number /contact/salutation /contact/salutation O O /location/country /location/country /location/country O O O O /other/organization /other/organization O /contact/name /contact/name O /other/datetime/date O /other/organization /contact/salutation /contact/salutation /contact/salutation O /location/country O,DATE DATE O PERSON PERSON O ORDINAL TITLE TITLE O PERSON PERSON O ORDINAL TITLE TITLE O O COUNTRY COUNTRY COUNTRY O O O O ORGANIZATION ORGANIZATION O PERSON PERSON O DATE O ORGANIZATION TITLE TITLE TITLE O COUNTRY O
11,12,"Hannah answered , `` Sir , I have not drunk any wine or beer .",wine,/other/food,"NNP VBN , `` NNP , PRP VBP RB JJ DT NN CC NN .",O O O O O O O O O O O O O O O,/contact/first_name O O O O O O O O O O O O O O,PERSON O O O O O O O O O O O O O O
9,10,"These days , Mr. Breeden is winning praise in Washington and on Wall Street for his behind-the-scenes role in monitoring the Friday-the-13th market plunge and the following Monday 's harrowing morning session .",Washington,/location/city /location,"DT NNS , NNP NNP VBZ VBG NN IN NNP CC IN NNP NNP IN PRP$ JJ NN IN VBG DT JJ NN NN CC DT VBG NNP POS JJ NN NN .",O O O O PERSON O O O O LOCATION O O O O O O O O O O O O O O O O O DATE O O O O O,O /other/datetime O O /contact/last_name O O O O /location/province/us_province O O /location /location O /contact/first_name O O O O O O O O O /other/datetime/date /other/datetime/date /other/datetime/date O O /other/datetime O O,O DURATION O O PERSON O O O O STATE_OR_PROVINCE O O LOCATION LOCATION O O O O O O O O O O O DATE DATE DATE O O TIME O O
0,1,"Justice has finally recognized its employees ' abuses , thanks largely to the demands for reform by former U.S. attorney in Washington Joseph diGenova , who wants to salvage RICO for real criminals .",Justice,/location/structure /location/structure/government /location /organization/government /organization/military /organization,"NNP VBZ RB VBN PRP$ NNS POS NNS , NNS RB TO DT NNS IN NN IN JJ NNP NN IN NNP NNP NNP , WP VBZ TO VB NNP IN JJ NNS .",O O O O O O O O O O O O O O O O O O LOCATION O O LOCATION PERSON PERSON O O O O O O O O O O,/other/organization O O O O O O O O O O O O O O O O O /location/country /contact/salutation O /contact/first_name /contact/first_name /contact/name O O O O O /contact/first_name O O O O,ORGANIZATION O O O O O O O O O O O O O O O O O COUNTRY TITLE O STATE_OR_PROVINCE PERSON PERSON O O O O O CRIMINAL_CHARGE O O O O
0,1,"Palestinian sources say he had tried to flee into Syria , but was turned away at the border .",Palestinian,/other/heritage,"JJ NNS VBP PRP VBD VBN TO VB IN NNP , CC VBD VBN RB IN DT NN .",O O O O O O O O O LOCATION O O O O O O O O O,/bio/nationality O O /contact/salutation O O O O O /location/country O O O O O O O O O,NATIONALITY O O O O O O O O COUNTRY O O O O O O O O O
6,7,The endorsement came as Greenspan was scheduled for surgery to treat an enlarged prostate .,scheduled,/other/legal,DT NN VBD IN NNP VBD VBN IN NN TO VB DT JJ NN .,O O O O PERSON O O O O O O O O O O,O O O O /contact/name O O O /bio/cause_of_death O O O O O O,O O O O PERSON O O O CAUSE_OF_DEATH O O O O O O
10,12,A crowd of 500 to 600 Taiwanese living in the United States showed up to greet the president at his hotel and protest against the US government 's `` caving in to Beijing at the expense of Taiwan . ``,United States,/organization/government /person/artist/author /organization /person/artist /person,DT NN IN CD TO CD JJ NN IN DT NNP NNPS VBD IN TO VB DT NN IN PRP$ NN CC NN IN DT NNP NN POS `` VBG IN TO NNP IN DT NN IN NNP . ``,O O O O O O O O O O LOCATION LOCATION O O O O O O O O O O O O O LOCATION O O O O O O LOCATION O O O O LOCATION O O,O O O /other/number O /other/number /bio/nationality O O O /location/country /location/country O O O O O /contact/salutation O /contact/first_name O O O O O /other/organization /other/organization O O O O O /location/city O O O O /location/province O O,O O O NUMBER O NUMBER NATIONALITY O O O COUNTRY COUNTRY O O O O O TITLE O O O O O O O ORGANIZATION ORGANIZATION O O O O O CITY O O O O COUNTRY O O
0,1,"Martha served the food , and Lazarus was one of the people eating with Jesus .",Martha,/person,"NNP VBD DT NN , CC NNP VBD CD IN DT NNS VBG IN NNP .",O O O O O O PERSON O O O O O O O O O,/contact/first_name O O O O O /contact/first_name O /other/number O O O O O /contact/first_name O,PERSON O O O O O PERSON O NUMBER O O O O O PERSON O
15,17,Carried by another large vessel the crippled US destroyer completed its long trip across the Atlantic Ocean Wednesday .,Atlantic Ocean,/location/geography/body_of_water /location/geography /location,VBN IN DT JJ NN DT VBN NNP NN VBD PRP$ JJ NN IN DT NNP NNP NNP .,O O O O O O O LOCATION O O O O O O O LOCATION LOCATION DATE O,O O O O O O O /location/country O O O O O O O /location /location /other/organization O,O O O O O O O COUNTRY O O O O O O O LOCATION LOCATION DATE O
25,26,"The most important governments have ignored the role of low tax rates in attracting real capital investment , instead emphasizing financial flows in response to high interest rates .",high,/other/health/treatment /other/health,"DT RBS JJ NNS VBP VBN DT NN IN JJ NN NNS IN VBG JJ NN NN , RB VBG JJ NNS IN NN TO JJ NN NNS .",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
7,8,he plunged Milosevic long after it was clear that he was finished .,clear,/other/health/malady /other/health,PRP VBD NNP RB IN PRP VBD JJ IN PRP VBD VBN .,O O PERSON O O O O O O O O O O,/contact/salutation O /contact/name O O O O O O O O O O,O O PERSON O O O O O O O O O O
1,2,The fish often are plentiful around the pilings of the old gas wells that dot the flat surface like the remains of sunken ships .,fish,/other/living_thing/animal /other/living_thing,DT NN RB VBP JJ IN DT NNS IN DT JJ NN NNS WDT VBP DT JJ NN IN DT NNS IN JJ NNS .,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O O O O O O O
6,7,"Gently fold in one-quarter of the meringue , being careful not to lose the air in the whites .",meringue,/other/food,"RB NN IN NN IN DT NN , VBG JJ RB TO VB DT NN IN DT NNS .",O O O O O O O O O O O O O O O O O O O,O /location/country O /other/datetime O O O O O O O O O O O O O O O,O COUNTRY O DURATION O O O O O O O O O O O O O O O
13,14,"Troubled Drexel-underwritten issues include Resorts International , Braniff , Integrated Resources , SCI TV , Gillette Holdings , Western Electric and Southmark .",TV,/other/art /other/art/film,"JJ JJ NNS VBP NNP NNP , NNP , NNP NNP , NNP NNP , NNP NNP , NNP NNP CC NNP .",O O O O ORGANIZATION ORGANIZATION O ORGANIZATION O ORGANIZATION ORGANIZATION O O O O ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O ORGANIZATION O,O /other O O /other/organization /other/organization O /other/organization O /other/organization /other/organization O /other/organization /other/organization O /other/organization /other/organization O /other/organization /other/organization O /other/organization O,O MISC O O ORGANIZATION ORGANIZATION O ORGANIZATION O ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O ORGANIZATION ORGANIZATION O ORGANIZATION O
10,11,"The underlying bill approved yesterday is required to keep the government operating past midnight tonight , and this urgency has contributed to the speed -- and , critics say , mistakes -- that have accompanied the package of disaster assistance .",government,/organization/government /person/artist/author /organization /person/artist /person,"DT JJ NN VBN NN VBZ VBN TO VB DT NN VBG JJ NN NN , CC DT NN VBZ VBN TO DT NN : CC , NNS VBP , NNS : WDT VBP VBN DT NN IN NN NN .",O O O O O O O O O O O O O TIME TIME O O O O O O O O O O O O O O O O O O O O O O O O O O,O O O O /other/organization O O O O O O O /other/datetime/date /other/datetime /other/datetime O O O O O O O O O O O O O O O O O O O O O O O /bio/cause_of_death O O,O O O O DATE O O O O O O O DATE TIME TIME O O O O O O O O O O O O O O O O O O O O O O O CAUSE_OF_DEATH O O
12,13,Dr. Robert Mann a forensic anthropologist has determined that the airman was Caucasian and had fair hair .,Caucasian,/other/heritage,NNP NNP NNP DT JJ NN VBZ VBN IN DT NN VBD JJ CC VBD JJ NN .,O PERSON PERSON O O O O O O O O O O O O O O O,O /contact/name /contact/name O O /contact/salutation O O O O /contact/salutation O /other O O O O O,O PERSON PERSON O O TITLE O O O O TITLE O MISC O O O O O
19,20,"The U.S. currency was also changing hands at 142.43 yen , up from 141.70 yen in New York late Thursday .",Thursday,/organization /person/artist /organization/music /person,"DT NNP NN VBD RB VBG NNS IN CD NNS , RB IN CD NN IN NNP NNP JJ NNP .",O LOCATION O O O O O O MONEY MONEY O O O MONEY MONEY O LOCATION LOCATION O DATE O,O /location/country O O O O O O /finance/currency /finance/currency O O O /finance/currency /finance/currency O /location/city /location/city /other/datetime/date /other/datetime/date O,O COUNTRY O O O O O O MONEY MONEY O O O MONEY MONEY O STATE_OR_PROVINCE STATE_OR_PROVINCE DATE DATE O
26,28,"In those days , Ovidie was tiny , pierced and dressed in black pyjamas like a junior Maoist . She began by quoting the contemporary thinkers Jean Baudrillard , Georges Bataille and Guy Debord , who , all in different ways , made the case for sexual freedom , and cited the popularity of porn in pre-Revolutionary Paris , before explaining her notion that , because it is based on a universal need , in the right hands , `` porn can set you free '' .",Jean Baudrillard,/person/artist/author /person/artist /person,"IN DT NNS , NNP VBD JJ , JJ CC VBN IN JJ NNS IN DT JJ NNP . PRP VBD IN VBG DT JJ NNS NNP NNP , NNP NNP CC NNP NNP , WP , DT IN JJ NNS , VBD DT NN IN JJ NN , CC VBD DT NN IN NN IN JJ NNP , IN VBG PRP$ NN IN , IN PRP VBZ VBN IN DT JJ NN , IN DT JJ NNS , `` NN MD VB PRP JJ '' .",O O O O PERSON O O O O O O O O O O O O O O O O O O O O O PERSON PERSON O PERSON PERSON O PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O LOCATION O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,O O /other/datetime O /contact/name O O O O O O O O O O O O /interest/ideology O /contact/name O O O O O O /contact/name /contact/name O /contact/name /contact/name O /contact/name /contact/name O O O O O O O O O O O O O O O O O O O O O O O /location/city O O O /contact/name O O O O O O O O O O O O O O O O O O O O O O O O O,O O DURATION O PERSON O O O O O O O O O O O O IDEOLOGY O O O O O O O O PERSON PERSON O PERSON PERSON O O PERSON O O O O O O O O O O O O O O O O O O O O O O O CITY O O O O O O O O O O O O O O O O O O O O O O O O O O O O O
15,17,Beihai Harbor 's support facility construction project utilized a Korean government loan of 10 million US dollars .,US dollars,/other/currency,NNP NNP POS NN NN NN NN VBD DT JJ NN NN IN CD CD NNP NNS .,LOCATION LOCATION O O O O O O O O O O O MONEY MONEY MONEY MONEY O,/location/city /location/city O O O O O O O /bio/nationality O O O /finance/currency /finance/currency /finance/currency /finance/currency O,CITY LOCATION O O O O O O O NATIONALITY O O O MONEY MONEY MONEY MONEY O
0,1,The jailer told someone to bring a light .,The,/person/artist /person/political_figure /person/artist/actor /person/artist/author /person/military /person,DT NN VBD NN TO VB DT NN .,O O O O O O O O O,O /contact/salutation O O O O O O O,O TITLE O O O O O O O
9,10,What follows are the values of a Silicon Valley new-age knowledge-based business creator :,new-age,/other/religion,WDT VBZ VBP DT NNS IN DT NNP NNP JJ JJ NN NN :,O O O O O O O LOCATION LOCATION O O O O O,O O O O O O O /location /location /interest/religion O O /contact/salutation O,O O O O O O O LOCATION CITY RELIGION O O TITLE O
18,19,"`` Without it , Macau would n't exist , `` says Carlos Marreiros , who once served as director of the Macau government 's bureau of culture , and now works as an architect , painter , author and poet .",director,/person/title /person,"`` IN PRP , NNP MD RB VB , `` VBZ NNP NNP , WP RB VBD IN NN IN DT NNP NN POS NN IN NN , CC RB VBZ IN DT NN , NN , NN CC NN .",O O O O LOCATION O O O O O O PERSON PERSON O O O O O O O O LOCATION O O O O O O O O O O O O O O O O O O O,O O O O /location/city O O O O O O /contact/name /contact/name O O /other/organization O O /contact/salutation O O /other/organization /other/organization O O O O O O /other/organization/company/fortune1000 O O O /contact/salutation O /contact/salutation O /contact/salutation O /contact/salutation O,O O O O CITY O O O O O O PERSON PERSON O O DATE O O TITLE O O ORGANIZATION ORGANIZATION O O O O O O DATE O O O TITLE O TITLE O TITLE O TITLE O
3,4,He is only Joseph 's son .,Joseph,/person,PRP VBZ RB NNP POS NN .,O O O PERSON O O O,/contact/salutation O O /contact/first_name O O O,O O O PERSON O O O
31,32,"The No . 3 U.S. auto maker had a 23.7 % plunge in car sales to 22,336 and a 17.5 % drop in truck sales to 22,925 , which include its minivans and Jeeps .",minivans,/other/product/car /other/product,"DT NNP . LS NNP NN NN VBD DT CD NN NN IN NN NNS TO CD CC DT CD NN NN IN NN NNS TO CD , WDT VBP PRP$ NNS CC NNS .",O O O O LOCATION O O O O PERCENT PERCENT O O O O O O O O PERCENT PERCENT O O O O O O O O O O O O O O,O O O /other/number /location/country O O O O /other/percent /other/percent O O O O O /other/number O O /other/percent /other/percent O O O O O /other/number O O O O O O O O,O O O NUMBER COUNTRY O O O O PERCENT PERCENT O O O O O NUMBER O O PERCENT PERCENT O O O O O NUMBER O O O O O O O O
22,23,"Jason Hu , formerly foreign minister and now director of the Department of Cultural Affairs in the KMT , warns that the US is already leaning toward the PRC in the trilateral relationship .",US,/other/currency,"NNP NNP , RB JJ NN CC RB NN IN DT NNP IN NNP NNP IN DT NN , VBZ IN DT NNP VBZ RB VBG IN DT NNP IN DT JJ NN .",PERSON PERSON O O O O O O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O ORGANIZATION O O O O LOCATION O O O O O ORGANIZATION O O O O O,/contact/first_name /contact/first_name O O /contact/salutation /contact/salutation O /other/organization/company/fortune1000 /contact/salutation O O /other/organization /other/organization /other/organization /other/organization O O /other/organization O O O O /location/country O O O O O /location/airport_code O O O O O,PERSON PERSON O O TITLE TITLE O DATE TITLE O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O O ORGANIZATION O O O O COUNTRY O O O O O COUNTRY O O O O O
19,21,"But in an interview in which he called the stock market 's volatility a `` national problem , '' Big Board Chairman John J. Phelan Jr. said , `` We are going to try to do some things in the short intermediate term '' to help the situation .",Big Board,/organization /organization/stock_exchange,"CC IN DT NN IN WDT PRP VBD DT NN NN POS NN DT `` JJ NN , '' NNP NNP NNP NNP NNP NNP NNP VBD , `` PRP VBP VBG TO VB TO VB DT NNS IN DT JJ JJ NN '' TO VB DT NN .",O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION O PERSON PERSON PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O /contact/salutation O O O O O O O O O O O O /other/organization /other/organization O /contact/name /contact/name /contact/name /contact/name O O O O O O O O O O O O O O O O O O O O O O O,O O O O O O O O O O O O O O O O O O O ORGANIZATION ORGANIZATION O PERSON PERSON PERSON PERSON O O O O O O O O O O O O O O O O O O O O O O O
26,28,"Two Mexican college dropouts , not professional art thieves , have been arrested for a 1985 Christmas Eve burglary from the National Museum of Anthropology in Mexico City .",Mexico City,/location/city /location,"CD JJ NN NNS , RB JJ NN NNS , VBP VBN VBN IN DT CD NNP NNP NN IN DT NNP NNP IN NNP IN NNP NNP .",O O O O O O O O O O O O O O O DATE DATE O O O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O LOCATION LOCATION O,/other/number /bio/nationality O O O O O O O O O O O O O /other/datetime/date /other/datetime/date /other/datetime/date /bio/criminal_charge O O /other/organization /other/organization /other/organization /other/organization O /location/city /location/city O,NUMBER NATIONALITY O O O O O O O O O O O O O DATE DATE DATE CRIMINAL_CHARGE O O ORGANIZATION ORGANIZATION ORGANIZATION ORGANIZATION O COUNTRY LOCATION O
